"job_date","job_title","job_location"
"08/10/2015","sales","Jeddah - Makkah Province"
"08/02/2015","Investor Services Officer","Al-Riyadh - Al-Riyadh Province"
"06/17/2015","Real Estate Marketer","Al-Riyadh - Al-Riyadh Province"
"06/14/2015","Customer service employee","Al-Riyadh - Al-Riyadh Province"
"06/09/2015","Team Leader Customer Service","Al-Riyadh - Al-Riyadh Province"
"06/09/2015","Customer service employee","Al-Riyadh - Al-Riyadh Province"
"06/03/2015","Customer Service Officer","Jeddah - Makkah Province"
"06/01/2015","Delegate of government departments and institutions","Al-Jubail - Eastern Province"
"05/26/2015","Public relations and government official","Al-Riyadh - Al-Riyadh Province"
"05/24/2015","General Mechanical Technician","Al-Khobar - Eastern Province"
"05/21/2015","public relations officer","Bljurashi - Al-Baha Province"
"05/19/2015","Customer Service Officer","Al-Riyadh - Al-Riyadh Province"
"05/05/2015","Marketing Representative","Jeddah - Makkah Province"
"05/02/2015","Customer Service Officer (Training & Employment)","Jeddah - Makkah Province"
"04/16/2015","general relations employee","Al-Riyadh - Al-Riyadh Province"
"03/31/2015","Customer Service Officer","Al-Riyadh - Al-Riyadh Province"
"03/18/2015","Marketing Officer","Al-Riyadh - Al-Riyadh Province"
"03/15/2015","public relations officer","Al-Riyadh - Al-Riyadh Province"
"03/13/2015","Director of Partnerships and Development","Jeddah - Makkah Province"
"03/11/2015","customer service representative","Al-Dammam - Eastern Province"
"03/02/2015","Marketing and Public Relations Officer","Al-Riyadh - Al-Riyadh Province"
"03/02/2015","Customer Service Officer","Jeddah - Makkah Province"
"03/02/2015","general relations employee","Multiple Cities - All Provinces"
"02/28/2015","Marketing Representative","Al-Riyadh - Al-Riyadh Province"
"02/26/2015","Public Relations Officer","Al-Riyadh - Al-Riyadh Province"
"02/25/2015","Reservation Coordinator","Al-Riyadh - Al-Riyadh Province"
"02/25/2015","Lease Operations Manager","Al-Riyadh - Al-Riyadh Province"
"02/25/2015","Lease Contracts Manager","Jeddah - Makkah Province"
"02/24/2015","Seller (customer service)","Al-Riyadh - Al-Riyadh Province"
"02/15/2015","Customer service employee","Al-Riyadh - Al-Riyadh Province"
"02/04/2015","Sales Officer","Al-Riyadh - Al-Riyadh Province"
"02/04/2015","Customer Service Officer (Special Needs)","Jeddah - Makkah Province"
"01/26/2015","PR Specialist","Al-Riyadh - Al-Riyadh Province"
"01/25/2015","Customer Service Specialist","Al-Riyadh - Al-Riyadh Province"
"01/21/2015","Director of Lilly Hotel","Makkah - Makkah Province"
"01/20/2015","Customer Service Officer (Phone)","Al-Khobar - Eastern Province"
"12/28/2014","Sales Coordinator (Jeddah / Riyadh)","Jeddah - Makkah Province"
"12/24/2014","Customer Service & Marketing","Al-Riyadh - Al-Riyadh Province"
"12/24/2014","Marketing Officer","Al-Riyadh - Al-Riyadh Province"
"12/14/2014","Customer Service Officer (Cool Center)","Al-Riyadh - Al-Riyadh Province"
"12/04/2014","Department manger","Al-Riyadh - Al-Riyadh Province"
"12/02/2014","general relations employee","Jeddah - Makkah Province"
"11/23/2014","secretary","Jeddah - Makkah Province"
"11/19/2014","Customer Accounts Officer","Al-Riyadh - Al-Riyadh Province"
"11/05/2014","Government departments","Al-Dammam - Eastern Province"
"11/05/2014","Student Advisor","Al-Riyadh - Al-Riyadh Province"
"10/19/2014","Public relations and media officer","Al-Dammam - Eastern Province"
"09/27/2014","public relations officer","Al-Dammam - Eastern Province"
"09/18/2014","Director of Public Relations","Al-Riyadh - Al-Riyadh Province"
"09/10/2014","Marketing Officer to rent offices for businesswomen","Al-Riyadh - Al-Riyadh Province"
"08/27/2014","Director of Public Relations and Development","Jeddah - Makkah Province"
"08/17/2014","Cool Center (Special Needs)","Al-Riyadh Province"
"07/20/2014","Customer Service Officer (Special Needs)","Jeddah - Makkah Province"
"07/17/2014","Customer Service Officer (Special Needs)","Jeddah - Makkah Province"
"07/06/2014","Receptionist","Al-Riyadh - Al-Riyadh Province"
"06/10/2014","Customer Service Officer","Al-Riyadh - Al-Riyadh Province"
"06/04/2014","Executive Secretary","Al-Riyadh - Al-Riyadh Province"
"06/04/2014","Exhibitor marketer and conferences","Al-Riyadh - Al-Riyadh Province"
"05/21/2014","Customer Service Officer (Phone)","Jeddah - Makkah Province"
"05/09/2014","Data entry (online)","Jeddah - Makkah Province"
"05/06/2014","debt collector","Jeddah - Makkah Province"
"04/30/2014","Sales representative","Jeddah - Makkah Province"
"04/27/2014","Customer Service Officer (Phone)","Jeddah - Makkah Province"
"04/24/2014","Sales representative","Jeddah - Makkah Province"
"04/21/2014","Sales & Marketing Officer","Jeddah - Makkah Province"
"03/24/2014","Customer Service Officer","Makkah - Makkah Province"
"02/21/2014","Marketing and Public Relations Officer","Al-Riyadh - Al-Riyadh Province"
"02/18/2014","Customer Service Coordinator","Al-Riyadh - Al-Riyadh Province"
"02/12/2014","public relations officer","Al-Riyadh Province"
"02/08/2014","Customer Service Officer","Makkah - Makkah Province"
"01/10/2014","Public Relations and Patient Services Officer","Al-Madinah - Madinah Province"
"01/08/2014","Customer Service Officer","Jeddah - Makkah Province"
"12/29/2013","Delegate Coordinator","Al-Riyadh - Al-Riyadh Province"
"12/17/2013","Financial Proceeds","Al-Madinah - Madinah Province"
