"job_date","job_title","job_location"
"02/10/2016","Factor production","Jeddah - Makkah Province"
"12/27/2015","Factor production","Al-Dammam - Eastern Province"
"12/21/2015","Machinery Operator","MYAS - Madinah Province"
"12/10/2015","Machine Operator (Training & Employment)","Al-Riyadh - Al-Riyadh Province"
"12/09/2015","Machine Operator (Training & Employment)","Al-Riyadh - Al-Riyadh Province"
"12/02/2015","Safety Officer","Al-Dammam - Eastern Province"
"11/29/2015","Production line factor","Al-Dammam - Eastern Province"
"11/19/2015","Engine support output","Rabigh - Makkah Province"
"11/19/2015","Machine operator","Rabigh - Makkah Province"
"11/15/2015","production supervisor","Jeddah - Makkah Province"
"11/14/2015","Machine production machine","Al-Riyadh - Al-Riyadh Province"
"11/12/2015","Equipment Technician Laundries","Jeddah - Makkah Province"
"11/08/2015","Forklift driver","Al-Dammam - Eastern Province"
"10/13/2015","Wood production factor","Al-Dammam - Eastern Province"
"09/15/2015","Production Line Operator","Jeddah - Makkah Province"
"09/07/2015","Production Machinery Operator (Training & Recruitment)","Jeddah - Makkah Province"
"08/24/2015","Factor production","Al-Riyadh - Al-Riyadh Province"
"08/18/2015","Production Technician","Jeddah - Makkah Province"
"07/29/2015","Technical production line","Al-Riyadh - Al-Riyadh Province"
"07/05/2015","Human Resource Specialist","Al-Riyadh - Al-Riyadh Province"
"07/05/2015","Production Officer","Al-Riyadh - Al-Riyadh Province"
"07/02/2015","Production Line Officer (Training & Recruitment)","Al-Riyadh - Al-Riyadh Province"
"07/02/2015","Production Manager","Al-Riyadh - Al-Riyadh Province"
"06/14/2015","Production Line Officer (Training)","Al-Riyadh - Al-Riyadh Province"
"06/10/2015","Production Supervisor","Al-Dammam - Eastern Province"
"06/10/2015","Sewing Technician","Jeddah - Makkah Province"
"06/10/2015","Production Factor (Special Needs)","Jeddah - Makkah Province"
"06/03/2015","Machine operator","Jeddah - Makkah Province"
"06/02/2015","Wood production factor","Al-Dammam - Eastern Province"
"05/25/2015","Industrial Engineer","Al-Dammam - Eastern Province"
"05/24/2015","Machine operator","Al-Riyadh - Al-Riyadh Province"
"05/20/2015","Human Resource Specialist","Al-Riyadh - Al-Riyadh Province"
"05/20/2015","Expeditor","Al-Riyadh - Al-Riyadh Province"
"05/20/2015","Production Officer","Al-Riyadh - Al-Riyadh Province"
"05/13/2015","Production Technician","Rabigh - Makkah Province"
"04/28/2015","Furnace heating technician","Buaidah - Al-Qasem Province"
"04/28/2015","ENGINEER OF OPERATING STEEL ROLLING LINE","Buaidah - Al-Qasem Province"
"04/16/2015","Monitor quality","Al-Riyadh - Al-Riyadh Province"
"03/31/2015","Print Technician","Jeddah - Makkah Province"
"03/31/2015","Printing machine operator","Jeddah - Makkah Province"
"03/31/2015","Industrial Management","Al-Dammam - Eastern Province"
"03/30/2015","Factor production","Al-Riyadh - Al-Riyadh Province"
"03/18/2015","Monitor quality","Al-Riyadh - Al-Riyadh Province"
"03/11/2015","Technical production line","Jeddah - Makkah Province"
"03/08/2015","Supervisor Production Lines","Al-Riyadh - Al-Riyadh Province"
"02/15/2015","production engineer","Al-Riyadh - Al-Riyadh Province"
"02/04/2015","Technical production line","Jeddah - Makkah Province"
"01/29/2015","Employee (Packing & Packaging)","Al-Riyadh - Al-Riyadh Province"
"01/08/2015","Production Technician","Jeddah - Makkah Province"
"12/21/2014","Machine operator","Al-Riyadh - Al-Riyadh Province"
"12/16/2014","Factor production","Al-Kharj - Al-Riyadh Province"
"12/16/2014","Assistant Machine Operator","Al-Kharj - Al-Riyadh Province"
"12/13/2014","Factor production","Al-Dammam - Eastern Province"
"11/17/2014","Production Technician","Jeddah - Makkah Province"
"11/11/2014","Supervisor Production Lines","Al-Riyadh - Al-Riyadh Province"
"11/10/2014","Laboratory Analyst","Al-Riyadh - Al-Riyadh Province"
"11/09/2014","Machine operator","Al-Riyadh - Al-Riyadh Province"
"08/31/2014","Operator / e production lines","Al-Riyadh - Al-Riyadh Province"
"08/15/2014","quality engineer","Al-Khobar - Eastern Province"
"07/14/2014","Technician operating injection machines","Hail - Hail Province"
"07/14/2014","Machine operator","Al-Dammam - Eastern Province"
"06/17/2014","Machine operator","Al-Dammam - Eastern Province"
"06/15/2014","Machinery Operator","Al-Riyadh - Al-Riyadh Province"
"06/15/2014","Technician operating machinery","Al-Riyadh - Al-Riyadh Province"
"03/24/2014","Packaging Technician","Khames Mushait - Asir Province"
"03/23/2014","Packaging Technician","Multiple Cities - All Provinces"
"03/23/2014","Material Laboratory Technician","Al-Riyadh - Al-Riyadh Province"
"03/14/2014","Production Technician","Jeddah - Makkah Province"
"03/12/2014","Production Technician","Jeddah - Makkah Province"
"03/09/2014","Welding technician","Multiple Cities - All Provinces"
"02/25/2014","Quality inspector","Al-Madinah - Madinah Province"
"02/23/2014","Operator","Al-Jubail - Eastern Province"
"02/18/2014","Assistant Operator","Jeddah - Makkah Province"
"02/18/2014","Monitor quality","Jeddah - Makkah Province"
"02/18/2014","Production Technician","Jeddah - Makkah Province"
"02/14/2014","Electrical / Electronics Technician","Jeddah - Makkah Province"
"02/10/2014","Production Supervisor","Jeddah - Makkah Province"
"02/10/2014","Filling and unloading agent","Jeddah - Makkah Province"
"02/10/2014","Production engine","Jeddah - Makkah Province"
"02/10/2014","Factory Operator","Jeddah - Makkah Province"
"01/22/2014","Control Technician","Al-Dammam - Eastern Province"
"01/19/2014","Helper/Operator","Al-Dammam - Eastern Province"
"01/18/2014","Technical production line","Jeddah - Makkah Province"
"12/29/2013","Plastic machine operator (trainee)","Al-Riyadh - Al-Riyadh Province"
"12/21/2013","Factor production","Al-Riyadh - Al-Riyadh Province"
"12/15/2013","Quality Officer","Al-Riyadh - Al-Riyadh Province"
"12/11/2013","Production engine","Jeddah - Makkah Province"
"11/27/2013","Factor production","Al-Dammam - Eastern Province"
"11/26/2013","Factor production","Al-Dammam - Eastern Province"
"11/20/2013","truck driver","Jeddah - Makkah Province"
"11/19/2013","Forklift driver","Al-Riyadh - Al-Riyadh Province"
"11/06/2013","Buyer","Eastern Province"
"09/28/2013","Chemical","Al-Riyadh - Al-Riyadh Province"
"08/28/2013","Production Manager","Al-Madinah - Madinah Province"
"08/28/2013","Tester quality","Al-Jubail - Eastern Province"
"08/28/2013","Warehouse worker","Al-Jubail - Eastern Province"
"08/28/2013","Machine operator","Al-Jubail - Eastern Province"
"08/28/2013","Sales engineer","Al-Riyadh - Al-Riyadh Province"
"08/28/2013","Engineer Food Industries","Al-Riyadh - Al-Riyadh Province"
"08/25/2013","laboratory technician","Rabigh - Makkah Province"
"08/19/2013","Inventory management","Al-Riyadh Province"
"07/31/2013","Driver Heavy Transport","Al-Jubail - Eastern Province"
"07/17/2013","Auto denter","Skaka - Al-Jouf Province"
"07/15/2013","Smokers vehicles","Skaka - Al-Jouf Province"
"07/15/2013","Mechanic","Skaka - Al-Jouf Province"
"07/08/2013","security guard","Jeddah - Makkah Province"
"07/08/2013","Expeditor","Jeddah - Makkah Province"
"07/05/2013","Production Technician (Postgraduate Training)","Jeddah - Makkah Province"
"07/03/2013","Technical (trainee)","Jeddah - Makkah Province"
"06/28/2013","Factor production","Al-Riyadh - Al-Riyadh Province"
"06/24/2013","Factor production","Al-Riyadh - Al-Riyadh Province"
"06/22/2013","Production Manager","Al-Madinah - Madinah Province"
"06/18/2013","Driver","Al-Riyadh - Al-Riyadh Province"
"06/18/2013","Foreman","Al-Riyadh - Al-Riyadh Province"
"06/17/2013","Factor production","Al-Riyadh - Al-Riyadh Province"
"06/09/2013","security man","Al-Jubail - Eastern Province"
"06/04/2013","Technical (Job Training)","Al-Riyadh - Al-Riyadh Province"
"05/18/2013","Quality engineer and laboratories","Tabouk Province"
"04/20/2013","Maintenance technician","Rabigh - Makkah Province"
"04/18/2013","Quality and quality control","Al-Jubail - Eastern Province"
"04/02/2013","Factor production","Jeddah - Makkah Province"
"03/18/2013","Marketing Representative","Jeddah - Makkah Province"
"03/11/2013","sales & service Engineer","Al-Khobar - Eastern Province"
"02/19/2013","Chemical","Al-Riyadh - Al-Riyadh Province"
"11/07/2012","security guard","Al-Riyadh - Al-Riyadh Province"
"09/28/2012","Autocad painter","Al-Riyadh - Al-Riyadh Province"
"09/28/2012","Welding technician","Al-Riyadh - Al-Riyadh Province"
"09/20/2012","Technician of Precious Stones - Women","Onaizah - Al-Qasem Province"
"07/08/2012","security man","Eastern Province"
"05/30/2012","secretary","Al-Riyadh - Al-Riyadh Province"
"05/09/2012","security guard","Jeddah - Makkah Province"
"04/15/2012","Industrial Engineer","Al-Dhahran - Eastern Province"
"03/24/2012","Supervisor of the","Al-Jubail - Eastern Province"
"03/24/2012","welding","Al-Jubail - Eastern Province"
"03/21/2012","Monitor (crusher)","Al-Riyadh - Al-Riyadh Province"
"03/12/2012","Sales Representative","Al-Riyadh - Al-Riyadh Province"
"03/10/2012","Expeditor","Makkah - Makkah Province"
"03/10/2012","Purchasing Representative","Makkah - Makkah Province"
"01/29/2012","Sales Representative","Al-Riyadh - Al-Riyadh Province"
"01/29/2012","Project Engineer","Al-Riyadh - Al-Riyadh Province"
"09/21/2011","Machinery Technician","Eastern Province"
"07/07/2011","Block Factory Manager","Al-Madinah - Madinah Province"
"06/15/2011","Aluminium technician","Al-Riyadh - Al-Riyadh Province"
"05/28/2011","Factor production","Jeddah - Makkah Province"
"12/27/2010","Receptionist","Al-Riyadh - Al-Riyadh Province"
"12/27/2010","Assistant Security and Safety Officer","Al-Riyadh - Al-Riyadh Province"
"12/27/2010","Laboratory and Quality Manager","Al-Riyadh - Al-Riyadh Province"
"12/05/2010","Aluminum teacher","Jeddah - Makkah Province"
"10/06/2010","production engineer","Al-Riyadh - Al-Riyadh Province"
"09/27/2010","General Manager Factory","MYAS - Madinah Province"
"07/13/2010","Autocad painter","Al-Riyadh - Al-Riyadh Province"
"06/23/2010","Factor production","Al-Dammam - Eastern Province"
"06/18/2009","laboratory technician","Al-Riyadh Province"
"06/18/2009","Technical and production supervisor","Al-Riyadh Province"
"06/08/2009","warehouse guard","Al-Riyadh - Al-Riyadh Province"
"06/08/2009","Factor","Al-Riyadh - Al-Riyadh Province"
"05/03/2009","Engineer","Buraidah - Al-Riyadh Province"
"01/14/2009","Director of the Office of the Director General","Al-Riyadh Province"
"01/14/2009","Maintenance manager","Al-Riyadh Province"
"01/14/2009","Director of Operation and Development","Al-Riyadh Province"
"09/09/2008","Lab Technician","Jeddah - Al-Riyadh Province"
