"job_date","job_title","job_location"
"04/28/2015","Mechanical Technician","Jeddah - Makkah Province"
"04/09/2015","Turning technician","Al-Riyadh - Al-Riyadh Province"
"02/10/2015","mechanical engineer","Al-Riyadh - Al-Riyadh Province"
"02/09/2015","mechanical engineer","Al-Riyadh - Al-Riyadh Province"
"01/27/2015","Mechanical Technician","Al-Dammam - Eastern Province"
"01/26/2015","Mechanical Technician","Al-Dammam - Eastern Province"
"12/16/2014","Technician Engines","Al-Kharj - Al-Riyadh Province"
"12/09/2014","Technicians. Mechanics - Electricity - Refrigeration & Air Conditioning","Al-Jubail - Eastern Province"
"12/04/2014","Mechanical","Al-Riyadh - Al-Riyadh Province"
"11/20/2014","Machine operator","Al-Dammam - Eastern Province"
"11/11/2014","Mechanical Technician (Machinery & Equipment)","Al-Riyadh - Al-Riyadh Province"
"11/02/2014","Monitor Mechanics","Makkah - Makkah Province"
"11/02/2014","Mechanical technician","Makkah - Makkah Province"
"08/19/2014","Mechanical Technician","Al-Riyadh - Al-Riyadh Province"
"08/10/2014","Mechanical Technician","Al-Riyadh - Al-Riyadh Province"
"07/14/2014","welding","Al-Dammam - Eastern Province"
"05/20/2014","Mechanical Technician","Al-Madinah - Madinah Province"
"05/14/2014","Turning technician","Al-Dammam - Eastern Province"
"04/17/2014","Assistant Car Technician","Al-Dammam - Eastern Province"
"04/17/2014","ENGINEER OF DIESEL MECHANICS","Al-Riyadh - Al-Riyadh Province"
"04/10/2014","Technical (Job Training)","Jeddah - Makkah Province"
"03/09/2014","Mechanical technician","Multiple Cities - All Provinces"
"02/21/2014","Technical (Job Training)","Jeddah - Makkah Province"
"02/10/2014","Maintenance technician","Jeddah - Makkah Province"
"01/22/2014","Technical Assistant General Industrial Mechanics","Al-Dammam - Eastern Province"
"01/15/2014","Adaptation Technician","MYAS - Madinah Province"
"01/11/2014","diesel mechanic","Tabouk - Tabouk Province"
"12/11/2013","Maintenance technician","Jeddah - Makkah Province"
"12/11/2013","Factory Operator","Jeddah - Makkah Province"
"10/27/2013","Mechanical Production Technician","Jeddah - Makkah Province"
"08/26/2013","Maintenance Receptionist","Al-Riyadh - Al-Riyadh Province"
"08/25/2013","Mechanical Technician","Makkah Province"
"08/09/2013","Marketer (remote)","Al-Jubail - Eastern Province"
"08/05/2013","Marketer (remote)","Al-Jubail - Eastern Province"
"07/19/2013","Engineer of Power Mechanics","Al-Riyadh - Al-Riyadh Province"
"07/12/2013","Mechanical Technician","Makkah - Makkah Province"
"06/30/2013","Mechanical","Al-Riyadh - Al-Riyadh Province"
"06/11/2013","car mechanic","Jeddah - Makkah Province"
"06/10/2013","Maintenance technician","Al-Riyadh - Al-Riyadh Province"
"05/29/2013","Procurement Incharge","Al-Dammam - Eastern Province"
"05/28/2013","Fire Fighting System Technician","Al-Dammam - Eastern Province"
"05/27/2013","Welder 3G-4G","Al-Dammam - Eastern Province"
"05/26/2013","Technician Refrigeration & Air Conditioning","Al-Riyadh - Al-Riyadh Province"
"05/07/2013","Mechanical technician","Jeddah - Makkah Province"
"07/25/2012","Sales Representative","Jeddah - Makkah Province"
"07/09/2012","mechanical engineer","Jeddah - Makkah Province"
"05/06/2012","Mechanical Technician","Ras Tanorah - Eastern Province"
"04/29/2012","Maintenance technician","Al-Khobar - Eastern Province"
"03/19/2012","Conditioning and refrigeration technician","Eastern Province"
"03/13/2012","car mechanic","Makkah - Makkah Province"
"04/30/2011","Heavy equipment mechanic","Al-Riyadh - Al-Riyadh Province"
"02/21/2011","Elevators Sales Manager","Al-Riyadh - Al-Riyadh Province"
"08/15/2010","Mechanical technician","Al-Jubail - Eastern Province"
"05/11/2010","Director of Heavy Equipment Workshop","Al-Riyadh - Al-Riyadh Province"
