job_date,job_title,job_location
10/12/2015,Math Trainer,Jeddah - Makkah Province
10/10/2015,Managing Director,Jeddah - Makkah Province
10/5/2015,secretary,Buaidah - Al-Qasem Province
9/22/2015,Training Manager,Buaidah - Al-Qasem Province
9/8/2015,English teacher,Tabouk - Tabouk Province
8/26/2015,Arabic teacher,Al-Riyadh - Al-Riyadh Province
8/26/2015,Marketing Coach,Al-Riyadh - Al-Riyadh Province
8/22/2015,Business Management Coach,Al-Madinah - Madinah Province
8/22/2015,Computer Trainer,Al-Madinah - Madinah Province
8/17/2015,Business Management Coach,Al-Riyadh - Al-Riyadh Province
8/12/2015,Health and Safety Coach (Collaborator),Multiple Cities - All Provinces
8/12/2015,Civil Engineering Engineer (Collaborator),Multiple Cities - All Provinces
8/3/2015,Al Khawarizmi Micro - Math,Al-Taif - Makkah Province
8/3/2015,English Language Trainer,Al-Taif - Makkah Province
8/3/2015,Computer Trainer,Al-Taif - Makkah Province
8/3/2015,Computer Trainer,Ras Tanorah - Eastern Province
7/30/2015,Physics teacher,Ras Tanorah - Eastern Province
7/30/2015,English teacher,Ras Tanorah - Eastern Province
6/29/2015,Computer Trainer,Al-Riyadh - Al-Riyadh Province
6/23/2015,Accounting Coach,Jeddah - Makkah Province
6/23/2015,Math Trainer,Jeddah - Makkah Province
6/14/2015,Training Manager,Buaidah - Al-Qasem Province
6/10/2015,Coach Engineer,Al-Riyadh - Al-Riyadh Province
6/7/2015,English teacher,Al-Riyadh - Al-Riyadh Province
5/26/2015,English Language Trainer,Jeddah - Makkah Province
5/11/2015,English teacher,Jeddah - Makkah Province
5/4/2015,Field computer trainer,Multiple Cities - All Provinces
4/30/2015,Project Manager,Al-Riyadh - Al-Riyadh Province
3/24/2015,Director of Training Center,Al-Riyadh - Al-Riyadh Province
3/24/2015,GMAT coach,Al-Riyadh Province
3/15/2015,Computer Trainer,Al-Ahsaa - Eastern Province
3/15/2015,English Language Trainer,Al-Ahsaa - Eastern Province
3/13/2015,a social researcher,Jeddah - Makkah Province
3/13/2015,Administrative Coordinator,Jeddah - Makkah Province
3/2/2015,English Language School,Buaidah - Al-Qasem Province
3/2/2015,Computer School,Buaidah - Al-Qasem Province
2/13/2015,Director of Training Center,Al-Riyadh - Al-Riyadh Province
2/12/2015,Human Resources Trainer,Jeddah - Makkah Province
2/11/2015,Operator Technician (Training & Employment),Al-Dammam - Eastern Province
1/21/2015,Business Management Coach,Al-Riyadh - Al-Riyadh Province
1/21/2015,Computer Trainer,Al-Riyadh - Al-Riyadh Province
1/6/2015,Head of programs and events,Al-Hafuf - Eastern Province
1/5/2015,Admission Officer,Makkah - Makkah Province
1/5/2015,Education Counsellor,Makkah - Makkah Province
12/29/2014,Marketer Training Programs,Jeddah - Makkah Province
12/22/2014,Coach hotel and tourism,Al-Riyadh - Al-Riyadh Province
12/18/2014,Architect,Al-Madinah - Madinah Province
12/18/2014,civil engineer,Al-Madinah - Madinah Province
12/18/2014,Space engineer,Al-Madinah - Madinah Province
12/9/2014,project manager,Abha - Asir Province
12/9/2014,Training Officer,Al-Riyadh - Al-Riyadh Province
12/2/2014,Marketer Training Courses,Jeddah - Makkah Province
11/17/2014,Marketer Training Courses,Al-Riyadh - Al-Riyadh Province
11/10/2014,Technician - Operator (Job Training),Multiple Cities - All Provinces
11/5/2014,Marketer Training Programs,Jeddah - Makkah Province
11/4/2014,IT Officer,Al-Taif - Makkah Province
10/28/2014,Marketing Officer,Al-Riyadh - Al-Riyadh Province
10/15/2014,Head Training,Al-Riyadh - Al-Riyadh Province
10/14/2014,School guard,Jeddah - Makkah Province
10/2/2014,Executive Secretary,Al-Riyadh - Al-Riyadh Province
9/30/2014,Security Trainer,Al-Riyadh - Al-Riyadh Province
9/21/2014,English translator,Al-Riyadh - Al-Riyadh Province
9/10/2014,Administrative,Al-Riyadh - Al-Riyadh Province
8/19/2014,Human Resource Specialist,Jeddah - Makkah Province
8/19/2014,Architecture Coach,Jeddah - Makkah Province
8/19/2014,Receptionist,Jeddah - Makkah Province
8/19/2014,Accountant,Jeddah - Makkah Province
8/19/2014,Marketing Coach,Jeddah - Makkah Province
8/13/2014,GRE coach,Al-Riyadh - Al-Riyadh Province
8/13/2014,GMAT coach,Al-Riyadh - Al-Riyadh Province
8/8/2014,Sales and Marketing Manager,Jeddah - Makkah Province
7/17/2014,Sales Representative,Al-Riyadh - Al-Riyadh Province
7/17/2014,Marketing and Sales Manager,Al-Riyadh - Al-Riyadh Province
6/18/2014,Safety Coach,Al-Dhahran - Eastern Province
6/12/2014,English Language Trainer,Jeddah - Makkah Province
6/11/2014,Computer Trainer,Al-Riyadh - Al-Riyadh Province
6/11/2014,Administrative,Al-Riyadh - Al-Riyadh Province
6/9/2014,English teacher,Al-Zulfi - Al-Riyadh Province
5/25/2014,English language teacher,Jeddah - Makkah Province
4/29/2014,Computer Trainer,Al-Riyadh - Al-Riyadh Province
4/28/2014,Director of Study Services,Buaidah - Al-Qasem Province
4/10/2014,Executive Director,Jeddah - Makkah Province
4/2/2014,Laboratory Instructor (English),Makkah - Makkah Province
2/27/2014,PMP Project Management Coach,Al-Riyadh - Al-Riyadh Province
2/18/2014,Lecturer (Self Development Course),Jeddah - Makkah Province
2/14/2014,Teacher / Trainer,Jeddah - Makkah Province
2/10/2014,Education Advisor,Al-Riyadh - Al-Riyadh Province
2/2/2014,Director of the Institute,Jeddah - Makkah Province
2/2/2014,Computer trainer,Makkah Province
2/1/2014,Director of curriculum development,Jeddah - Makkah Province
2/1/2014,"Director of polarization, acceptance and registration",Jeddah - Makkah Province
2/1/2014,Academy Director,Jeddah - Makkah Province
1/29/2014,General Supervisor (Academic),Jeddah - Makkah Province
1/19/2014,Trainer (Psychology and Meeting),Al-Riyadh - Al-Riyadh Province
1/14/2014,English Instructor,Jeddah - Makkah Province
1/14/2014,IT Technician,Jeddah - Makkah Province
1/10/2014,Language Teacher,Al-Madinah - Madinah Province
1/6/2014,"Teacher (GMAT, TOFEL, IELTS)",Al-Riyadh - Al-Riyadh Province
12/29/2013,Curriculum instructor,Al-Riyadh - Al-Riyadh Province
12/25/2013,Accountant,Al-Khobar - Eastern Province
12/25/2013,manager assistant,Al-Khobar - Eastern Province
12/25/2013,Training Coordinator,Al-Khobar - Eastern Province
12/18/2013,Director of Training Institute,Al-Riyadh - Al-Riyadh Province
12/1/2013,Training Manager,Al-Riyadh - Al-Riyadh Province
11/12/2013,Computer Trainer,Al-Riyadh Province
11/8/2013,English Language Trainer,Jazan - Jazan Province
11/1/2013,Coordinator of distance learning programs,Eastern Province
10/31/2013,Computer Trainer,Khames Mushait - Asir Province
10/29/2013,English teacher,Khames Mushait - Asir Province
10/29/2013,ASP.Net Programmer,Al-Riyadh - Al-Riyadh Province
10/24/2013,Receptionist,Jeddah - Makkah Province
10/23/2013,Computer trainer,Al-Riyadh - Al-Riyadh Province
10/13/2013,Child trainer,Al-Riyadh - Al-Riyadh Province
10/10/2013,Computer Trainer,Al-Riyadh - Al-Riyadh Province
10/3/2013,English Coach,Abha - Asir Province
9/29/2013,Government Relations Officer,Jeddah - Makkah Province
9/29/2013,Teacher,Jeddah - Makkah Province
9/2/2013,English teacher,Al-Deriah - Al-Riyadh Province
8/23/2013,KPI specialist,Al-Khobar - Eastern Province
8/17/2013,English teacher / teacher,All Provinces
8/13/2013,Training Specialist,Al-Jubail - Eastern Province
6/30/2013,Instructor / Math teacher,All Provinces
6/11/2013,Computer trainer,Al-Riyadh - Al-Riyadh Province
5/21/2013,English teacher,Makkah Province
5/14/2013,Director of the Institute,Al-Dammam - Eastern Province
5/14/2013,receptionist,Al-Dammam - Eastern Province
5/14/2013,Beauty Trainer,Al-Dammam - Eastern Province
5/4/2013,Teacher / teacher (all specialties),Al-Khobar - Eastern Province
5/4/2013,Arabic teacher,Al-Khobar - Eastern Province
5/4/2013,English teacher,Al-Khobar - Eastern Province
4/18/2013,Computer Trainer,Buaidah - Al-Qasem Province
4/17/2013,Arabic Language Trainer,Al-Riyadh - Al-Riyadh Province
4/1/2013,Assistant Professor (English),Al-Rass - Al-Qasem Province
3/30/2013,Director Institute,Al-Khobar - Eastern Province
3/27/2013,Training in employment,Al-Riyadh - Al-Riyadh Province
3/23/2013,Computer Trainer,Makkah - Makkah Province
3/23/2013,English Coach,Makkah - Makkah Province
3/23/2013,Coach management,Makkah - Makkah Province
3/2/2013,Coordinator of training courses,Al-Riyadh - Al-Riyadh Province
2/25/2013,English Language School,Jeddah - Makkah Province
2/24/2013,Registrar,Eastern Province
2/17/2013,Coordinator of training courses,Al-Riyadh - Al-Riyadh Province
2/5/2013,Instructor of arts and manual works,Al-Riyadh - Al-Riyadh Province
2/5/2013,Sport Trainer,Al-Riyadh - Al-Riyadh Province
2/3/2013,Science coach,Al-Khobar - Eastern Province
1/29/2013,Training Programs Supervisor,Jeddah - Makkah Province
1/8/2013,Computer Trainer,Al-Dammam - Eastern Province
1/7/2013,Arabic teacher,Al-Riyadh - Al-Riyadh Province
1/7/2013,Expert or specialist in roasting-coffee-nuts,All Provinces
12/17/2012,Faculty at College of Dentistry,Al-Hafuf - Eastern Province
12/17/2012,Faculty at College of Business,Al-Hafuf - Eastern Province
12/17/2012,College of Applied Medical Sciences,Al-Hafuf - Eastern Province
12/17/2012,Faculty at College of Medicine,Al-Hafuf - Eastern Province
12/17/2012,Faculty at College of Law,Al-Hafuf - Eastern Province
12/17/2012,Faculty at College of VET Medicine,Al-Hafuf - Eastern Province
12/17/2012,Faculty at College of Agriculture,Al-Hafuf - Eastern Province
12/17/2012,Faculty at College of Science,Al-Hafuf - Eastern Province
12/17/2012,Faculty at College of Pharmacology,Al-Hafuf - Eastern Province
12/17/2012,Full Time Faculty at College of Art,Al-Hafuf - Eastern Province
12/4/2012,Faculty at College of Education,Eastern Province
12/4/2012,Computer Trainer,Al-Riyadh - Al-Riyadh Province
10/10/2012,Marketer,Al-Riyadh Province
10/10/2012,Receptionist or customer service,Al-Riyadh Province
8/4/2012,A teacher memorizing a marriage,Al-Riyadh - Al-Riyadh Province
8/4/2012,Supervisor of kindergartens,Al-Riyadh - Al-Riyadh Province
8/4/2012,Kindergarten teacher,Al-Riyadh - Al-Riyadh Province
7/29/2012,Computer Trainer,Al-Riyadh - Al-Riyadh Province
7/11/2012,Computer trainer,Al-Riyadh - Al-Riyadh Province
6/17/2012,Receptionist,Al-Riyadh - Al-Riyadh Province
5/7/2012,Receptionist,Al-Riyadh - Al-Riyadh Province
5/7/2012,Computer trainers and trainers,Al-Riyadh - Al-Riyadh Province
4/17/2012,Computer Trainer,Al-Riyadh - Al-Riyadh Province
3/19/2012,External Sales Representative,Al-Riyadh - Al-Riyadh Province
2/18/2012,Researcher,Jeddah - Makkah Province
2/4/2012,Computer Teacher,Eastern Province
12/31/2011,Training Coordinator,Al-Riyadh - Al-Riyadh Province
12/31/2011,Trainer / Counselor,Al-Riyadh - Al-Riyadh Province
12/27/2011,Training Coordinator,Al-Riyadh - Al-Riyadh Province
12/6/2011,Computer Trainer,Al-Riyadh - Al-Riyadh Province
11/23/2011,Computer Trainer,Al-Riyadh - Al-Riyadh Province
11/18/2011,Teacher of Science and Mathematics,Al-Khobar - Eastern Province
11/12/2011,Teachers,Jeddah - Makkah Province
9/19/2011,Teachers,Jeddah - Makkah Province
9/7/2011,Storekeeper,Al-Riyadh - Al-Riyadh Province
9/7/2011,Ad Coordinator,Al-Riyadh - Al-Riyadh Province
9/7/2011,Marketer / salesman,Al-Riyadh - Al-Riyadh Province
7/19/2011,Marketer Training Products,Jeddah - Makkah Province
7/3/2011,Management consultant,Al-Riyadh - Al-Riyadh Province
7/3/2011,Coach,Al-Riyadh - Al-Riyadh Province
6/4/2011,receptionist,Al-Ahsaa - Eastern Province
4/30/2011,Child facilities unite,Al-Riyadh - Al-Riyadh Province
4/3/2011,Computer trainer,Al-Riyadh - Al-Riyadh Province
2/7/2011,Computer Trainer,Al-Riyadh - Al-Riyadh Province
2/7/2011,Trainee on the job,Al-Riyadh Province
1/17/2011,manager assistant,Abha - Asir Province
1/17/2011,Customer service employee,Abha - Asir Province
1/12/2011,English Language Trainer,Al-Riyadh - Al-Riyadh Province
11/21/2010,Coach ICDL,Al-Riyadh - Al-Riyadh Province
11/20/2010,Marketer Training Programs,Al-Riyadh - Al-Riyadh Province
10/31/2010,Institute Manager,Buaidah - Al-Qasem Province
10/28/2010,Special education teacher,Al-Riyadh - Al-Riyadh Province
10/28/2010,Speech and speech specialist,Al-Riyadh - Al-Riyadh Province
10/28/2010,Psychologist,Al-Riyadh - Al-Riyadh Province
9/7/2010,Computer trainer,Al-Dammam - Eastern Province
7/29/2010,Remote Trainer,Al-Riyadh - Al-Riyadh Province
5/18/2010,Data recorder,Hail - Hail Province
4/25/2010,Sales representative,Al-Riyadh - Al-Riyadh Province
3/7/2010,Teacher,Al-Riyadh - Al-Riyadh Province
12/19/2009,Executive Secretary,Jeddah - Makkah Province
11/27/2009,Assistant General Supervisor of Education,Al-Riyadh - Al-Riyadh Province
5/11/2009,Teacher,Al-Dammam - Eastern Province
