"job_date","job_title","job_location"
"03/17/2015","Nurse","Al-Riyadh - Al-Riyadh Province"
"02/28/2015","Technical director of the center of the cupping","Al-Riyadh - Al-Riyadh Province"
"02/18/2015","Physiotherapist","Al-Riyadh - Al-Riyadh Province"
"02/04/2015","Nurse","Al-Dhahran - Eastern Province"
"01/29/2015","pharmacist","Al-Riyadh - Al-Riyadh Province"
"01/28/2015","Packing & Packing Officer","Al-Riyadh - Al-Riyadh Province"
"01/18/2015","Male Nurse","Al-Dammam - Eastern Province"
"12/03/2014","Nurse project Thule","Jeddah - Makkah Province"
"11/30/2014","General Doctor","Al-Riyadh - Al-Riyadh Province"
"09/07/2014","Nurse / Nurse","Al-Riyadh - Al-Riyadh Province"
"08/15/2014","a nurse","Al-Riyadh Province"
"06/18/2014","Specialist Nursing","Al-Riyadh - Al-Riyadh Province"
"06/03/2014","Central employee","Al-Riyadh - Al-Riyadh Province"
"05/28/2014","Patient receptionist","Al-Riyadh - Al-Riyadh Province"
"05/24/2014","First Aid Officer","Al-Riyadh - Al-Riyadh Province"
"05/11/2014","a nurse","Al-Riyadh - Al-Riyadh Province"
"05/04/2014","a nurse","Al-Riyadh - Al-Riyadh Province"
"05/04/2014","Babysitter (incubator)","Al-Riyadh - Al-Riyadh Province"
"03/30/2014","lab specialist","Al-Riyadh - Al-Riyadh Province"
"03/04/2014","Sales Representative (Medical Devices & Consumers)","Al-Riyadh - Al-Riyadh Province"
"03/04/2014","Nurse","Al-Hafuf - Eastern Province"
"02/04/2014","Nurse","Makkah - Makkah Province"
"01/17/2014","Saudi nurse (Nurse)","Al-Jubail - Eastern Province"
"01/10/2014","Licensed nurse","Al-Madinah - Madinah Province"
"12/31/2013","Nursing technician","Al-Dammam - Eastern Province"
"12/09/2013","a nurse","Abha - Asir Province"
"11/10/2013","Receptionist","Abha - Asir Province"
"10/28/2013","Women and Birth Specialist","Khames Mushait - Asir Province"
"10/28/2013","Dental Specialist","Khames Mushait - Asir Province"
"10/19/2013","Dietitian","Al-Riyadh - Al-Riyadh Province"
"10/19/2013","receptionist","Jeddah - Makkah Province"
"10/16/2013","pharmacist","Buaidah - Al-Qasem Province"
"10/03/2013","Diagnostic Radiology Technician","Al-Mahed - Madinah Province"
"10/03/2013","Medical Laboratory Technician","Al-Mahed - Madinah Province"
"09/22/2013","Warehouse Operator","Jeddah - Makkah Province"
"09/22/2013","Forklift driver","Jeddah - Makkah Province"
"09/01/2013","receptionist","Khames Mushait - Asir Province"
"08/23/2013","Sports Trainer","Al-Riyadh - Al-Riyadh Province"
"07/30/2013","Health educated","Al-Riyadh - Al-Riyadh Province"
"07/18/2013","nutrition specialist","Al-Riyadh - Al-Riyadh Province"
"07/18/2013","Medical Sales Representative","Al-Riyadh - Al-Riyadh Province"
"07/12/2013","dentist","Khames Mushait - Asir Province"
"07/09/2013","receptionist","Khames Mushait - Asir Province"
"07/09/2013","Marketing delegate","Jeddah - Makkah Province"
"06/11/2013","Nurse - Nurse","Al-Riyadh - Al-Riyadh Province"
"06/08/2013","pharmacist","Skaka - Al-Jouf Province"
"05/23/2013","receptionist","Hail - Hail Province"
"04/23/2013","laboratory technician","Al-Riyadh Province"
"04/23/2013","Pharmacy Technician","Al-Riyadh Province"
"04/15/2013","lab specialist","Jeddah - Makkah Province"
"03/31/2013","receptionist","Al-Riyadh - Al-Riyadh Province"
"03/24/2013","x-ray technician-female","Al-Riyadh - Al-Riyadh Province"
"02/11/2013","Cosmetic and skin doctor","Madinah Province"
"02/10/2013","Magnetic resonance imaging technician","Al-Riyadh - Al-Riyadh Province"
"02/05/2013","Nurse for nursery school","Al-Riyadh - Al-Riyadh Province"
"10/05/2012","Movement official","Jeddah - Makkah Province"
"10/05/2012","Distribution delegate","Jeddah - Makkah Province"
"03/16/2012","Anti-Specialist","Al-Madinah - Madinah Province"
"02/12/2012","pharmacist","Jeddah - Makkah Province"
"01/02/2012","a nurse","Makkah - Makkah Province"
"10/01/2011","Nursing Technician","Al-Riyadh - Al-Riyadh Province"
"08/22/2011","Research and Development Specialist","Al-Riyadh - Al-Riyadh Province"
"08/20/2011","Pharmacist Assistant","Al-Riyadh - Al-Riyadh Province"
"02/02/2011","Health & Safety Officer","Jeddah - Makkah Province"
"12/11/2010","Healthy observer","Hail - Hail Province"
"10/01/2010","Expeditor","Al-Riyadh - Al-Riyadh Province"
"04/01/2009","Nurse","Al-Riyadh Province"
"03/27/2009","Women and obstetric consultation","Al-Riyadh Province"
"02/21/2009","Registered tumors","Al-Riyadh Province"
"12/28/2008","Registered Nurse and Practical Nurse","Jeddah - Al-Riyadh Province"
