job_date,job_title,job_location
4/24/2017,Employee Call Center,Jeddah - Makkah Province
4/10/2017,Customer service employee,Al-Khobar - Eastern Province
3/23/2017,Medical Services Coordinator,Al-Riyadh - Al-Riyadh Province
3/15/2017,Cool Center employee,Al-Riyadh - Al-Riyadh Province
3/9/2017,Customer Service Representative (Phone),Al-Deriah - Al-Riyadh Province
2/26/2017,Driver,Al-Riyadh - Al-Riyadh Province
2/16/2017,Customer Service Officer (Banking Services),Jeddah - Makkah Province
2/15/2017,Call center officer,Al-Riyadh - Al-Riyadh Province
2/13/2017,Medical Services Coordinator,Al-Riyadh - Al-Riyadh Province
2/9/2017,Cole Center employee,Al-Riyadh - Al-Riyadh Province
2/6/2017,secretary,Al-Riyadh - Al-Riyadh Province
2/1/2017,Customer Service - My Phone,Al-Riyadh - Al-Riyadh Province
1/19/2017,Coordinator of training courses,Al-Riyadh - Al-Riyadh Province
1/16/2017,Data entry,Multiple Cities - All Provinces
12/20/2016,Data entry,Al-Riyadh - Al-Riyadh Province
11/19/2016,Supervisor,Al-Riyadh - Al-Riyadh Province
11/10/2016,Supervisor of Customer Service,Al-Riyadh - Al-Riyadh Province
11/3/2016,Customer Service Supervisor,Al-Riyadh - Al-Riyadh Province
10/31/2016,Customer Service Supervisor,Al-Riyadh - Al-Riyadh Province
10/20/2016,Contact Center Manager,Al-Riyadh - Al-Riyadh Province
10/1/2016,Administrative Officer (Special Needs),Al-Dammam - Eastern Province
8/25/2016,Customer Service Officer (Phone),Al-Riyadh - Al-Riyadh Province
8/23/2016,Customer Service Officer (Cool Center),Al-Riyadh - Al-Riyadh Province
8/17/2016,Site Manager,Al-Riyadh - Al-Riyadh Province
8/11/2016,Technical Support Officer,Al-Riyadh - Al-Riyadh Province
8/9/2016,Data Portal (Special Needs),Multiple Cities - All Provinces
7/23/2016,Director of operation and maintenance of elevators,Jeddah - Makkah Province
7/11/2016,Operations Monitor (Cool Center),Al-Riyadh - Al-Riyadh Province
6/23/2016,Photoshop Designer,Buaidah - Al-Qasem Province
6/22/2016,Cole Center employee,Al-Riyadh - Al-Riyadh Province
6/20/2016,Cole Center employee,Al-Dammam - Eastern Province
6/19/2016,Driver,Al-Dammam - Eastern Province
6/16/2016,Cole Center employee,Al-Riyadh - Al-Riyadh Province
6/13/2016,Cole Center employee,Al-Riyadh - Al-Riyadh Province
6/10/2016,Director of operation and maintenance of elevators,Jeddah - Makkah Province
5/19/2016,Quality Analyst,Al-Riyadh - Al-Riyadh Province
5/18/2016,Customer service employee,Al-Khobar - Eastern Province
5/12/2016,customer service supervisor,Al-Deriah - Al-Riyadh Province
5/11/2016,Admin lounge,Al-Riyadh - Al-Riyadh Province
5/4/2016,Call Center -English Speaker,Al-Riyadh - Al-Riyadh Province
4/27/2016,Translator Communicator,Al-Riyadh - Al-Riyadh Province
4/25/2016,Customer Service Officer (Cool Center),Jeddah - Makkah Province
4/18/2016,Contact Center Officer,Al-Riyadh - Al-Riyadh Province
4/11/2016,Cole Center employee,Al-Riyadh - Al-Riyadh Province
4/5/2016,Employee Call Center,Al-Dammam - Eastern Province
4/5/2016,Admin lounge,Al-Riyadh - Al-Riyadh Province
4/3/2016,Customer Service Officer (Cool Center),Al-Riyadh - Al-Riyadh Province
3/31/2016,Customer care agent,Al-Madinah - Madinah Province
3/29/2016,Service Coordinator,Al-Taif - Makkah Province
3/28/2016,Sales Representative,Al-Dammam - Eastern Province
3/28/2016,Admin lounge,Al-Riyadh - Al-Riyadh Province
3/27/2016,Customer Service Officer (Phone),Al-Riyadh - Al-Riyadh Province
3/22/2016,Customer Service Officer (Cool Center),Jeddah - Makkah Province
3/22/2016,Cole Center employee,Al-Riyadh - Al-Riyadh Province
3/21/2016,Call Center Agent,Jeddah - Makkah Province
3/8/2016,manager assistant,Makkah - Makkah Province
3/7/2016,Employee Control Maintenance,Al-Riyadh - Al-Riyadh Province
2/18/2016,Project Custodial Supervisor,Jeddah - Makkah Province
2/16/2016,Restaurant admin,Al-Riyadh - Al-Riyadh Province
2/11/2016,Customer Service Officer (Cool Center),Jeddah - Makkah Province
2/4/2016,Sales clerk,Al-Dammam - Eastern Province
2/3/2016,Cole Center employee,Al-Riyadh - Al-Riyadh Province
2/2/2016,Call center customer service,Jeddah - Makkah Province
2/2/2016,Customer Service Officer (Phone),Jeddah - Makkah Province
1/25/2016,Customer service employee,Al-Riyadh - Al-Riyadh Province
1/19/2016,customer service supervisor,Al-Deriah - Al-Riyadh Province
1/18/2016,Customer Service Officer (Cool Center),Jeddah - Makkah Province
1/14/2016,Customer Service Officer (Phone),Jeddah - Makkah Province
1/5/2016,Customer service employee,Al-Riyadh - Al-Riyadh Province
12/28/2015,Customer service employee,Al-Riyadh - Al-Riyadh Province
12/28/2015,Customer Service Officer (Cool Center),Jeddah - Makkah Province
12/28/2015,Official cars,Abha - Asir Province
12/28/2015,Call Agent,Jeddah - Makkah Province
12/27/2015,Contact Center Administrator,Al-Riyadh - Al-Riyadh Province
12/26/2015,Customer service employee,Al-Riyadh - Al-Riyadh Province
12/24/2015,Call Center Customer Service Officer,Jeddah - Makkah Province
12/23/2015,Customer service employee,Jeddah - Makkah Province
12/23/2015,Customer service employee,Al-Riyadh - Al-Riyadh Province
12/22/2015,customer service representative,Jeddah - Makkah Province
12/21/2015,Customer service employee,Jeddah - Makkah Province
12/21/2015,Customer service employee,Al-Riyadh - Al-Riyadh Province
12/16/2015,Customer service employee,Al-Riyadh - Al-Riyadh Province
12/15/2015,Sales Agent,Multiple Cities - All Provinces
12/15/2015,Customer Service Officer (Phone),Al-Khobar - Eastern Province
12/13/2015,Customer service employee,Al-Riyadh - Al-Riyadh Province
12/11/2015,Customer Service Officer (Phone),Jeddah - Makkah Province
12/6/2015,Travel & Tourism Information Officer,Al-Dhahran - Eastern Province
12/3/2015,Customer Service Representative (Phone),Al-Khobar - Eastern Province
11/25/2015,Collector,Al-Dammam - Eastern Province
11/22/2015,Cole Center employee,Al-Riyadh - Al-Riyadh Province
11/22/2015,Technical Support Officer,Al-Riyadh - Al-Riyadh Province
11/16/2015,Customer service employee,Al-Riyadh - Al-Riyadh Province
11/9/2015,Responsible accommodation and logistic services,Jeddah - Makkah Province
11/5/2015,Packaging & Processing Agent,Al-Riyadh - Al-Riyadh Province
11/3/2015,Support Services Specialist,Al-Riyadh - Al-Riyadh Province
10/28/2015,Employee Control Maintenance,Al-Riyadh - Al-Riyadh Province
10/26/2015,Customer Services Officer,Jeddah - Makkah Province
10/20/2015,Customer service center officer,Al-Khobar - Eastern Province
10/18/2015,Customer service center officer,Al-Khobar - Eastern Province
10/13/2015,Call Center Agent,Al-Dammam - Eastern Province
9/30/2015,Customer service center officer,Al-Khobar - Eastern Province
9/7/2015,Technical Support Officer for SMS site,Jeddah - Makkah Province
9/1/2015,Customer Service Officer,Al-Riyadh - Al-Riyadh Province
8/30/2015,Administrative Assistant,Al-Khobar - Eastern Province
8/23/2015,Customer service employee,Al-Riyadh - Al-Riyadh Province
8/20/2015,Call Center Agent,Al-Khobar - Eastern Province
8/19/2015,Technical Support Officer,Jeddah - Makkah Province
8/18/2015,#NAME?,Al-Riyadh - Al-Riyadh Province
8/18/2015,Customer service employee,Al-Riyadh - Al-Riyadh Province
8/6/2015,Phone debt collector,Al-Riyadh - Al-Riyadh Province
8/6/2015,Customer Service Officer by Phone,Jeddah - Makkah Province
8/5/2015,Customer Service Officer,Jeddah - Makkah Province
8/5/2015,Leader of customer service team,Jeddah - Makkah Province
8/2/2015,Investor Relations Officer,Al-Riyadh - Al-Riyadh Province
7/22/2015,Car cleaner,Al-Dammam - Eastern Province
7/12/2015,IT Technical Support,Al-Khobar - Eastern Province
7/12/2015,IT Helpdesk,Al-Khobar - Eastern Province
7/9/2015,Customer service employee,Al-Riyadh - Al-Riyadh Province
6/30/2015,network technician,Al-Riyadh - Al-Riyadh Province
6/10/2015,cleaning supervisor,Al-Riyadh - Al-Riyadh Province
6/10/2015,Sales Supervisor,Al-Dammam - Eastern Province
6/8/2015,Customer service employee,Al-Riyadh - Al-Riyadh Province
6/4/2015,Customer Service Officer (Phone),Jeddah - Makkah Province
6/2/2015,Call Center Officer,Al-Riyadh - Al-Riyadh Province
5/27/2015,Input data,Jeddah - Makkah Province
5/27/2015,Customer Service Officer,Al-Riyadh - Al-Riyadh Province
5/27/2015,Customer service employee,Jeddah - Makkah Province
5/24/2015,call center - emergency support,Al-Khobar - Eastern Province
5/14/2015,Representative of telemarketing,Jeddah - Makkah Province
5/12/2015,Customer Service Officer (Phone),Jeddah - Makkah Province
5/10/2015,Shelving shelving,Al-Namas - Asir Province
5/6/2015,Maintenance technician,Al-Hafuf - Eastern Province
5/6/2015,Customer Service Officer,Al-Riyadh - Al-Riyadh Province
4/28/2015,Shelving shelving,Jeddah - Makkah Province
4/27/2015,Field surveyor,Jeddah - Makkah Province
4/27/2015,Field health inspector,Jeddah - Makkah Province
4/27/2015,Data entry,Jeddah - Makkah Province
4/14/2015,Receptionist,Al-Khobar - Eastern Province
3/18/2015,Central Station,Al-Riyadh - Al-Riyadh Province
3/16/2015,Customer Service Representative (My Phone),Jeddah - Makkah Province
3/12/2015,Customer Services Officer,Al-Dammam - Eastern Province
3/11/2015,Customer service employee,Al-Riyadh - Al-Riyadh Province
3/9/2015,network technician,Al-Riyadh - Al-Riyadh Province
2/5/2015,Customer service employee,Al-Dammam - Eastern Province
2/4/2015,Customer Service & Marketing Officer,Al-Riyadh - Al-Riyadh Province
2/2/2015,Cashier,Al-Riyadh - Al-Riyadh Province
1/27/2015,Customer service employee,Al-Riyadh - Al-Riyadh Province
1/26/2015,Projects Coordinator,Al-Riyadh - Al-Riyadh Province
1/25/2015,Cool Center,Al-Riyadh - Al-Riyadh Province
1/20/2015,Customer service employee,Al-Madinah - Madinah Province
1/13/2015,Contact Center Team Leader (Cool Center),Al-Riyadh - Al-Riyadh Province
1/13/2015,Customer Services Officer,Al-Riyadh - Al-Riyadh Province
1/12/2015,Driver transfer and distribution,Jeddah - Makkah Province
12/31/2014,Customer service employee,Al-Riyadh - Al-Riyadh Province
12/28/2014,Customer service employee,Al-Riyadh - Al-Riyadh Province
12/25/2014,Customer Service Representative (Cool Center),Al-Riyadh - Al-Riyadh Province
12/17/2014,Customer service employee,Al-Khobar - Eastern Province
11/29/2014,Customer Service Officer,Al-Madinah - Madinah Province
11/17/2014,Customer Service Officer (Phone),Al-Riyadh Province
11/4/2014,Customer Service Representative,Jeddah - Makkah Province
10/19/2014,Supervisor of markets and exhibitions,Al-Riyadh Province
10/5/2014,Logistics Customer Service Agent,Jeddah - Makkah Province
10/1/2014,Customer Service Officer,Jeddah - Makkah Province
9/19/2014,Customer Service Coordinator,Al-Riyadh - Al-Riyadh Province
9/1/2014,Customer service employee,Jeddah - Makkah Province
8/28/2014,Moderator Coordinators,Buaidah - Al-Qasem Province
8/28/2014,Offer Coordinator,Buaidah - Al-Qasem Province
8/21/2014,Contact Center and Electronic Marketing,Jeddah - Makkah Province
8/20/2014,Cool Center,Al-Riyadh - Al-Riyadh Province
8/15/2014,Customer Service Representative (My Phone),Al-Riyadh - Al-Riyadh Province
7/10/2014,Customer Service Officer (Phone),Al-Riyadh - Al-Riyadh Province
6/15/2014,maintenance supervisor,Al-Riyadh - Al-Riyadh Province
6/9/2014,Customer Service Representative (Phone),Jeddah - Makkah Province
6/6/2014,Student Affairs Registrar,Umlejj - Tabouk Province
5/25/2014,Customer Service Representative,Al-Riyadh Province
5/25/2014,Customer Service,Al-Riyadh Province
5/5/2014,Customer service employee,Al-Riyadh - Al-Riyadh Province
5/4/2014,Customer Service Officer,Jeddah - Makkah Province
4/22/2014,Customer Service Officer (Cool Center),Al-Khobar - Eastern Province
4/21/2014,Customer Service Officer,Al-Riyadh - Al-Riyadh Province
4/8/2014,Customer Service Coordinator,Al-Riyadh Province
4/2/2014,Warehouse worker,Jeddah - Makkah Province
3/26/2014,Customer Service Officer (Cool Center),Al-Khobar - Eastern Province
3/24/2014,Customer Service Officer (Cool Center),Al-Khobar - Eastern Province
3/19/2014,A/C Technician,Al-Dammam - Eastern Province
3/18/2014,Contact Center Manager,Al-Riyadh - Al-Riyadh Province
3/2/2014,Customer Service Officer (Cool Center),Al-Khobar - Eastern Province
2/27/2014,Casher,Al-Riyadh - Al-Riyadh Province
2/11/2014,Quality Specialist,Al-Riyadh - Al-Riyadh Province
2/10/2014,Data entry,Jeddah - Makkah Province
2/5/2014,Purchasing Representative,Al-Riyadh - Al-Riyadh Province
2/4/2014,Customer Service Officer - Zain Zain,Al-Khobar - Eastern Province
2/3/2014,Customer Service Coordinator,Al-Riyadh - Al-Riyadh Province
2/2/2014,Supervisor / Customer Service Supervisor,Al-Riyadh - Al-Riyadh Province
1/22/2014,Customer Service by Phone - Zain,Al-Riyadh - Al-Riyadh Province
1/15/2014,Customer service employee,Al-Dammam - Eastern Province
1/13/2014,Branch Services Supervisor,Al-Riyadh - Al-Riyadh Province
